Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Canada,CAN,2002,1.19699E+12,564050900,582657800
Canada,CAN,2003,1.2426E+12,581305300,576995300
Canada,CAN,2004,1.29124E+12,579592060,584024260
Canada,CAN,2005,1.35575E+12,574653630,609006100
Canada,CAN,2006,1.41223E+12,568450940,576586500
Canada,CAN,2007,1.50923E+12,593515800,600112100
Canada,CAN,2008,1.52443E+12,576558340,584405300
Canada,CAN,2009,1.47979E+12,543967600,575686000
Canada,CAN,2010,1.52551E+12,556560600,608213300
Canada,CAN,2011,1.57352E+12,567054140,602569540
Canada,CAN,2012,1.60125E+12,568223170,579827300
Canada,CAN,2013,1.63854E+12,572613300,580266940
Canada,CAN,2014,1.68557E+12,569839700,561374340
Canada,CAN,2015,1.69668E+12,574298240,544088000
Canada,CAN,2016,1.71367E+12,560525300,523749340
Canada,CAN,2017,1.76576E+12,571544640,530712770
Canada,CAN,2018,1.8148E+12,584369150,532690850
Canada,CAN,2019,1.84891E+12,584714200,527488320
Canada,CAN,2020,1.75216E+12,534863840,490672350
Canada,CAN,2021,,545634500,
Cape Verde,CPV,1990,590950848,179536,
Cape Verde,CPV,1991,599248704,164880,
Cape Verde,CPV,1992,664792384,179536,
Cape Verde,CPV,1993,722684608,172208,
Cape Verde,CPV,1994,861314560,175872,
Cape Verde,CPV,1995,983721472,197856,
Cape Verde,CPV,1996,1095339648,216176,
Cape Verde,CPV,1997,1217124224,227168,
Cape Verde,CPV,1998,1369475072,241824,
Cape Verde,CPV,1999,1523166464,289456,
Cape Verde,CPV,2000,1740748800,296784,
Cape Verde,CPV,2001,1779596288,348080,
Cape Verde,CPV,2002,1873041024,381056,
Cape Verde,CPV,2003,1951264000,414032,
Cape Verde,CPV,2004,2150235904,406704,
Cape Verde,CPV,2005,2298870016,447008,
Cape Verde,CPV,2006,2482406144,487312,
Cape Verde,CPV,2007,2859004160,505631.97,
Cape Verde,CPV,2008,3049142784,468992,
Cape Verde,CPV,2009,3010405632,520288,
Cape Verde,CPV,2010,3054562048,556928,
Cape Verde,CPV,2011,3175794176,615552,
Cape Verde,CPV,2012,3210153728,501968.03,
Cape Verde,CPV,2013,3235924736,494640,
Cape Verde,CPV,2014,3255703040,487312,
Cape Verde,CPV,2015,3288483584,490976,
Cape Verde,CPV,2016,3443232768,538608,
Cape Verde,CPV,2017,3570702592,578912,
Cape Verde,CPV,2018,3732496896,582576,
Cape Verde,CPV,2019,3944045568,611888,
Cape Verde,CPV,2020,3360981248,625080,
Cape Verde,CPV,2021,,667694,
Cayman Islands,CYM,2006,4084368128,,
Cayman Islands,CYM,2007,4213541376,,
Cayman Islands,CYM,2008,4198482176,,
Cayman Islands,CYM,2009,3896171264,,
Cayman Islands,CYM,2010,3790365440,,
Cayman Islands,CYM,2011,3834677248,,
Cayman Islands,CYM,2012,3881834240,,
Cayman Islands,CYM,2013,3931495680,,
Cayman Islands,CYM,2014,4035858432,,
Cayman Islands,CYM,2015,4150199296,,
Cayman Islands,CYM,2016,4284664832,,
Cayman Islands,CYM,2017,4421090304,,
Cayman Islands,CYM,2018,4606525952,,
Cayman Islands,CYM,2019,4782361600,,
Cayman Islands,CYM,2020,4460494848,,
Central African Republic,CAF,1990,3372788224,183200,
Central African Republic,CAF,1991,3354152192,190528,
Central African Republic,CAF,1992,3138678784,194192,
Central African Republic,CAF,1993,3149202176,197856,
Central African Republic,CAF,1994,3303511296,208848,
Central African Republic,CAF,1995,3541365760,208848,
Central African Republic,CAF,1996,3399707904,212512,
Central African Republic,CAF,1997,3579890176,216176,
Central African Republic,CAF,1998,3748150016,219840,
Central African Republic,CAF,1999,3883082496,230832,
Central African Republic,CAF,2000,3786415872,234496,
Central African Republic,CAF,2001,3955469312,245488,
Central African Republic,CAF,2002,4098520576,241824,
Central African Republic,CAF,2003,3877303552,223504,
Central African Republic,CAF,2004,4109743360,219840,
Central African Republic,CAF,2005,4147068672,216176,
Central African Republic,CAF,2006,4344928768,227168,
Central African Republic,CAF,2007,4545122816,230832,
Central African Republic,CAF,2008,4638485504,164880,
Central African Republic,CAF,2009,5036804608,161216,
Central African Republic,CAF,2010,5270049792,168544,
Central African Republic,CAF,2011,5491107840,186864,
Central African Republic,CAF,2012,5768615424,190528,
Central African Republic,CAF,2013,3669302272,117248,
Central African Republic,CAF,2014,3672276992,124576,
Central African Republic,CAF,2015,3831548160,179536,
Central African Republic,CAF,2016,4013558784,197856,
Central African Republic,CAF,2017,4195263744,216176,
Central African Republic,CAF,2018,4354241024,219840,
Central African Republic,CAF,2019,4484868096,227168,
Central African Republic,CAF,2020,4522048000,214242,
Central African Republic,CAF,2021,,227296,
Central America (GCP),,1990,,95464570,98067470
Central America (GCP),,1991,,94414936,99861510
Central America (GCP),,1992,,92953256,102096504
Central America (GCP),,1993,,94058264,101806890
Central America (GCP),,1994,,99236160,106203250
Central America (GCP),,1995,,106152490,113760180
Central America (GCP),,1996,,112433770,123646984
Central America (GCP),,1997,,118177950,128701510
Central America (GCP),,1998,,117061220,134919070
Central America (GCP),,1999,,122421050,145999840
Central America (GCP),,2000,,134059190,202270690
Central America (GCP),,2001,,139486980,198636880
Central America (GCP),,2002,,144247280,229659400
Central America (GCP),,2003,,151363620,202950530
Central America (GCP),,2004,,148551740,177822720
Central America (GCP),,2005,,155280560,157753840
Central America (GCP),,2006,,164971520,170801660
Central America (GCP),,2007,,170033740,168127100
Central America (GCP),,2008,,171300140,170851060
Central America (GCP),,2009,,169576740,191982460
Central America (GCP),,2010,,176864530,221474700
Central America (GCP),,2011,,176822400,193368600
Central America (GCP),,2012,,176111780,189489520
Central America (GCP),,2013,,176911540,187866130
Central America (GCP),,2014,,179678320,167533310
Central America (GCP),,2015,,186388640,180373310
Central America (GCP),,2016,,180581220,179195900
Central America (GCP),,2017,,177061010,187241730
Central America (GCP),,2018,,177673570,193597170
Central America (GCP),,2019,,184195040,199074400
Central America (GCP),,2020,,162813920,182131400
Central America (GCP),,2021,,177165500,
Chad,TCD,1990,5985824256,377392,
Chad,TCD,1991,6496722432,384720,
Chad,TCD,1992,7016553984,406704,
Chad,TCD,1993,5914264576,403040,
Chad,TCD,1994,6513787392,406704,
Chad,TCD,1995,6594333184,421360,
Chad,TCD,1996,6740363264,436016,
Chad,TCD,1997,7121422336,450672,
Chad,TCD,1998,7616473600,461664,
Chad,TCD,1999,7564464640,476320,
Chad,TCD,2000,7497921536,487312,
Chad,TCD,2001,8372039168,501968.03,
Chad,TCD,2002,9082926080,509296,
Chad,TCD,2003,10420084736,743792,
Chad,TCD,2004,13924293632,747456,
Chad,TCD,2005,16337726464,765776,
Chad,TCD,2006,16443637760,791424,
Chad,TCD,2007,16981591040,853712,
Chad,TCD,2008,17499987968,1000272.06,
Chad,TCD,2009,18238083072,1084544,
Chad,TCD,2010,20709361664,1157824,
Chad,TCD,2011,20726523904,1290493,
Chad,TCD,2012,22567573504,1273954,
Chad,TCD,2013,23853924352,1484938,
Chad,TCD,2014,25499842560,1856679,
Chad,TCD,2015,26205595648,1684858,
Chad,TCD,2016,24566296576,2015423,
Chad,TCD,2017,23832084480,1978027,
Chad,TCD,2018,24397867008,2006755.1,
Chad,TCD,2019,25190111232,1922280,
Chad,TCD,2020,24951484416,1802198,
Chad,TCD,2021,,1939918,
Chile,CHL,1990,1.3075E+11,32891316,32060878
Chile,CHL,1991,1.40955E+11,30949910,30942524
Chile,CHL,1992,1.56695E+11,31978344,33244510
Chile,CHL,1993,1.67019E+11,33953348,35452330
Chile,CHL,1994,1.7542E+11,37516676,37882764
Chile,CHL,1995,1.91091E+11,41072180,41034544
Chile,CHL,1996,2.04091E+11,47611140,47824370
Chile,CHL,1997,2.1925E+11,55433244,54499540
Chile,CHL,1998,2.28732E+11,56786960,55655160
Chile,CHL,1999,2.27789E+11,60890176,59049700
Chile,CHL,2000,2.39924E+11,58095520,58995620
Chile,CHL,2001,2.47848E+11,52558260,53184884
Chile,CHL,2002,2.55549E+11,54470908,56091816
Chile,CHL,2003,2.66004E+11,54864180,53790600
Chile,CHL,2004,2.85181E+11,59026076,57167324
Chile,CHL,2005,3.01559E+11,60926496,60986920
Chile,CHL,2006,3.20609E+11,63949324,64170130
Chile,CHL,2007,3.36336E+11,70683250,70441770
Chile,CHL,2008,3.48207E+11,70795160,80414350
Chile,CHL,2009,3.4276E+11,65900504,64272292
Chile,CHL,2010,3.62792E+11,71310950,73847760
Chile,CHL,2011,3.84961E+11,78064410,84573150
Chile,CHL,2012,4.05436E+11,79620824,88696190
Chile,CHL,2013,4.21836E+11,81736820,89900520
Chile,CHL,2014,4.29289E+11,77589860,83151680
Chile,CHL,2015,4.39179E+11,81756504,86274830
Chile,CHL,2016,4.46693E+11,84243170,87524220
Chile,CHL,2017,4.51985E+11,84074590,88150990
Chile,CHL,2018,4.68771E+11,84468696,92341810
Chile,CHL,2019,4.73186E+11,91961940,97357520
Chile,CHL,2020,4.45877E+11,83833800,85544960
Chile,CHL,2021,,85446920,
China,CHN,1990,1.61639E+12,2484854800,2321049600
China,CHN,1991,1.76611E+12,2606096100,2401029000
China,CHN,1992,2.01733E+12,2730787600,2577371400
China,CHN,1993,2.29741E+12,2921651000,2758273800
China,CHN,1994,2.59692E+12,3100002000,2748222000
China,CHN,1995,2.88138E+12,3357909000,2992187100
China,CHN,1996,3.16729E+12,3503233500,3122028800
China,CHN,1997,3.45985E+12,3510169000,3055200000
China,CHN,1998,3.7313E+12,3360455400,2957130200
China,CHN,1999,4.01718E+12,3552842000,3167125800
China,CHN,2000,4.35825E+12,3644464000,3256257800
China,CHN,2001,4.72154E+12,3723730700,3352691000
China,CHN,2002,5.15278E+12,4112459000,3658000100
China,CHN,2003,5.67002E+12,4827446000,4067040500
China,CHN,2004,6.24347E+12,5223755000,4321464300
China,CHN,2005,6.95489E+12,5876555300,4714851000
China,CHN,2006,7.83961E+12,6488804000,5131891700
China,CHN,2007,8.95526E+12,6978611700,5546231300
China,CHN,2008,9.8195E+12,7496832000,5970326000
China,CHN,2009,1.07424E+13,7886532600,6724771000
China,CHN,2010,1.1885E+13,8616653000,7340542500
China,CHN,2011,1.30201E+13,9528556000,8140480500
China,CHN,2012,1.40439E+13,9779281000,8504236000
China,CHN,2013,1.51346E+13,9956309000,8732364000
China,CHN,2014,1.62585E+13,9998621000,8824855000
China,CHN,2015,1.74033E+13,9866905000,8875267000
China,CHN,2016,1.85952E+13,9764980000,8872891000
China,CHN,2017,1.9887E+13,10011107000,9150193000
China,CHN,2018,2.12294E+13,10353877000,9626587000
China,CHN,2019,2.24925E+13,10740996000,9959170000
China,CHN,2020,2.30205E+13,10956213000,10033402000
China,CHN,2021,,11472369000,
Colombia,COL,1990,2.74991E+11,56897744,61944956
Colombia,COL,1991,2.80496E+11,56654080,60442828
Colombia,COL,1992,2.91842E+11,61494680,67275340
Colombia,COL,1993,3.07558E+11,63337804,69075440
Colombia,COL,1994,3.25442E+11,66790572,72589040
Colombia,COL,1995,3.42373E+11,58775390,66341176
Colombia,COL,1996,3.49411E+11,59770880,66285416
Colombia,COL,1997,3.61397E+11,64496530,71553950
Colombia,COL,1998,3.63456E+11,65157684,71884610
Colombia,COL,1999,3.48177E+11,54761240,56279564
Colombia,COL,2000,3.5836E+11,56258840,54548200
Colombia,COL,2001,3.64373E+11,55938890,54929396
Colombia,COL,2002,3.73497E+11,55430416,55518716
Colombia,COL,2003,3.88132E+11,57093904,57542804
Colombia,COL,2004,4.08831E+11,54569256,57041904
Colombia,COL,2005,4.28572E+11,60059624,63531896
Colombia,COL,2006,4.57359E+11,62004536,68623180
Colombia,COL,2007,4.88177E+11,60178840,71694560
Colombia,COL,2008,5.04206E+11,66650056,76915100
Colombia,COL,2009,5.09952E+11,72556720,79438420
Colombia,COL,2010,5.32873E+11,76278424,85619610
Colombia,COL,2011,5.69896E+11,76079780,88205144
Colombia,COL,2012,5.92194E+11,80255280,94670560
Colombia,COL,2013,6.22597E+11,88104664,101438580
Colombia,COL,2014,6.50608E+11,97858140,131616520
Colombia,COL,2015,6.69839E+11,95472344,126075400
Colombia,COL,2016,6.83821E+11,98730960,128265520
Colombia,COL,2017,6.93117E+11,79687620,108069610
Colombia,COL,2018,7.10891E+11,82426790,108583544
Colombia,COL,2019,7.34216E+11,96438170,117835530
Colombia,COL,2020,6.8432E+11,85525630,108775490
Colombia,COL,2021,,91703380,
Comoros,COM,1990,1260037632,65952,
Comoros,COM,1991,1192050560,65952,
Comoros,COM,1992,1293744256,69616,
Comoros,COM,1993,1332635008,73280,
Comoros,COM,1994,1262314752,73280,
Comoros,COM,1995,1307886848,76944,
Comoros,COM,1996,1290993024,80608,
Comoros,COM,1997,1343022080,84272,
Comoros,COM,1998,1360246528,91600,
Comoros,COM,1999,1386423296,95264,
Comoros,COM,2000,1536820736,102592,
Comoros,COM,2001,1572673408,106256,
Comoros,COM,2002,1609237120,106256,
Comoros,COM,2003,1643093376,135568,
Comoros,COM,2004,1674635264,146560,
Comoros,COM,2005,1722153856,142896,
Comoros,COM,2006,1767738496,164880,
Comoros,COM,2007,1781881088,106256,
Comoros,COM,2008,1853155840,109920,
Comoros,COM,2009,1912458880,135568,
Comoros,COM,2010,1985131136,161216,
Comoros,COM,2011,2066518400,142896,
Comoros,COM,2012,2132652672,153888,
Comoros,COM,2013,2228619264,183200,
Comoros,COM,2014,2275420416,161216,
Comoros,COM,2015,2300817408,179536,
Comoros,COM,2016,2377220096,216176,
Comoros,COM,2017,2467927808,267472,
Comoros,COM,2018,2557822720,293120,
Comoros,COM,2019,2602721024,311440,
Comoros,COM,2020,2599367680,282485,
Comoros,COM,2021,,298171,
Congo,COG,1990,11944634368,1007907.06,
Congo,COG,1991,12230752256,1082796,
Congo,COG,1992,12550213632,1289163,
Congo,COG,1993,12427260928,1160443,
Congo,COG,1994,11744622592,1768571,
Congo,COG,1995,12212683776,1185944,
Congo,COG,1996,12736666624,1339380,
Congo,COG,1997,12657086464,1920731,
Congo,COG,1998,13130151936,355408,
Congo,COG,1999,12791104512,362736,
Congo,COG,2000,13760156672,480742,
Congo,COG,2001,14283400192,604560,
Congo,COG,2002,14937846784,490976,
Congo,COG,2003,15059331072,809744,
Congo,COG,2004,15582888960,857376,
Congo,COG,2005,16791459840,996093,
Congo,COG,2006,18132465664,1127466,
Congo,COG,2007,16933185536,1211198,
Congo,COG,2008,18001055744,1329994,
Congo,COG,2009,20095891456,1724138,
Congo,COG,2010,22091667456,1961777,
Congo,COG,2011,22578991104,2239828,
Congo,COG,2012,24824958976,5019520,
Congo,COG,2013,24648097792,5892292,
Congo,COG,2014,26303631360,5469574,
Congo,COG,2015,25369698304,5662327,
Congo,COG,2016,22634022912,5809876,
Congo,COG,2017,21642080256,5702250,
Congo,COG,2018,20602101760,6596230,
Congo,COG,2019,20584202240,7341473,
Congo,COG,2020,18948900864,7529862,
Congo,COG,2021,,7464369,
Cook Islands,COK,1990,,43968,
Cook Islands,COK,1991,,43968,
Cook Islands,COK,1992,,43968,
Cook Islands,COK,1993,,47632,
Cook Islands,COK,1994,,47632,
Cook Islands,COK,1995,,47632,
Cook Islands,COK,1996,,51296,
Cook Islands,COK,1997,,51296,
Cook Islands,COK,1998,,51296,
Cook Islands,COK,1999,,51296,
Cook Islands,COK,2000,,51296,
Cook Islands,COK,2001,,40304,
Cook Islands,COK,2002,,29312,
Cook Islands,COK,2003,,32976,
Cook Islands,COK,2004,,54960,
Cook Islands,COK,2005,,65952,
Cook Islands,COK,2006,,62288,
Cook Islands,COK,2007,,54960,
Cook Islands,COK,2008,,54960,
Cook Islands,COK,2009,,54960,
Cook Islands,COK,2010,,65952,
Cook Islands,COK,2011,,73280,
Cook Islands,COK,2012,,76944,
Cook Islands,COK,2013,,76944,
Cook Islands,COK,2014,,76944,
Cook Islands,COK,2015,,76944,
Cook Islands,COK,2016,,73280,
Cook Islands,COK,2017,,80608,
Cook Islands,COK,2018,,80608,
Cook Islands,COK,2019,,84272,
Cook Islands,COK,2020,,88942,
Cook Islands,COK,2021,,91403,
Costa Rica,CRI,1990,30984202240,2913015,5167734
Costa Rica,CRI,1991,31686197248,3287914,5243351.5
Costa Rica,CRI,1992,34601676800,3741868,5742547.5
Costa Rica,CRI,1993,37057425408,3890892,5769378.5
Costa Rica,CRI,1994,38732062720,5199850,6907862.5
Costa Rica,CRI,1995,40340971520,4800770,6765203.5
Costa Rica,CRI,1996,40885760000,4686377,6620969
Costa Rica,CRI,1997,43124731904,4916182,7105151
Costa Rica,CRI,1998,46210441216,5234101,8135416
Costa Rica,CRI,1999,48158121984,5437766,9816796
Costa Rica,CRI,2000,50021224448,5393873,8000854.5
Costa Rica,CRI,2001,51767549952,5666567,8126427.5
Costa Rica,CRI,2002,53536387072,6245400,10720272
Costa Rica,CRI,2003,55847645184,6582545,9257654
Costa Rica,CRI,2004,58318680064,6841678,9581145
Costa Rica,CRI,2005,60637822976,6723403,9518365
Costa Rica,CRI,2006,65080569856,7006724,10607072
Costa Rica,CRI,2007,70427025408,7960740,12071905
Costa Rica,CRI,2008,73763979264,7989944,12696339
Costa Rica,CRI,2009,73119686656,7747752,10498728
Costa Rica,CRI,2010,77039149056,7492647,11129850
Costa Rica,CRI,2011,80431308800,7310815,12273169
Costa Rica,CRI,2012,84358438912,7260085,12162279
Costa Rica,CRI,2013,86462988288,7631517,12183242
Costa Rica,CRI,2014,89525600256,7748309,12123905
Costa Rica,CRI,2015,92795150336,7406021,12117469
Costa Rica,CRI,2016,96696557568,8003253,12359617
Costa Rica,CRI,2017,1.00717E+11,8198038,12475356
Costa Rica,CRI,2018,1.03352E+11,8229478,12923025
Costa Rica,CRI,2019,1.05684E+11,8053606,12613533
Costa Rica,CRI,2020,1.01389E+11,7081741,11247666
Costa Rica,CRI,2021,,7819507,
Cote d'Ivoire,CIV,1990,50937876480,4781520,5943468.5
Cote d'Ivoire,CIV,1991,50958721024,4308864,5561556.5
Cote d'Ivoire,CIV,1992,50834096128,3843536,5802550.5
Cote d'Ivoire,CIV,1993,50736246784,5092960,6556381
Cote d'Ivoire,CIV,1994,51147825152,4132991.8,5319308
Cote d'Ivoire,CIV,1995,54792486912,6115469,7086394
Cote d'Ivoire,CIV,1996,59027578880,7335328,6720323.5
Cote d'Ivoire,CIV,1997,64723054592,7012656,6455007
Cote d'Ivoire,CIV,1998,67482783744,6584208,8430993
Cote d'Ivoire,CIV,1999,68270215168,5939512,6171943.5
Cote d'Ivoire,CIV,2000,68088758272,6463296,6761228
Cote d'Ivoire,CIV,2001,66622119936,7397616,6668625
Cote d'Ivoire,CIV,2002,64802983936,6957936,5627338
Cote d'Ivoire,CIV,2003,61740482560,5133073,6347840
Cote d'Ivoire,CIV,2004,63706939392,7335328,7544768.5
Cote d'Ivoire,CIV,2005,64341504000,7496544,7671213.5
Cote d'Ivoire,CIV,2006,66153086976,6811376,8292370
Cote d'Ivoire,CIV,2007,66881716224,6536576,8261096.5
Cote d'Ivoire,CIV,2008,70080446464,6591536,8310861
Cote d'Ivoire,CIV,2009,72605671424,5514320,7147455.5
Cote d'Ivoire,CIV,2010,77577740288,6063920,8126874
Cote d'Ivoire,CIV,2011,73411469312,6342384,7939366
Cote d'Ivoire,CIV,2012,79005728768,8540010,11259786
Cote d'Ivoire,CIV,2013,87506911232,9679770,12524316
Cote d'Ivoire,CIV,2014,95708061696,9903224,13364538
Cote d'Ivoire,CIV,2015,1.02593E+11,9554741,13274654
Cote d'Ivoire,CIV,2016,1.09959E+11,11982756,15337114
Cote d'Ivoire,CIV,2017,1.18051E+11,12001913,15288231
Cote d'Ivoire,CIV,2018,1.26185E+11,10352442,14917664
Cote d'Ivoire,CIV,2019,1.34049E+11,10535084,14893786
Cote d'Ivoire,CIV,2020,1.36674E+11,10963848,14725522
Cote d'Ivoire,CIV,2021,,11706642,
Croatia,HRV,1990,,22979790,20972696
Croatia,HRV,1991,,16987508,15614627
Croatia,HRV,1992,,16372593,18167404
Croatia,HRV,1993,,16809180,18179160
Croatia,HRV,1994,,16054022,17779814
Croatia,HRV,1995,69978300416,16817668,19623936
Croatia,HRV,1996,74159980544,17344870,19625190
Croatia,HRV,1997,78707490816,18558618,20827206
Croatia,HRV,1998,80443645952,19013422,20450524
Croatia,HRV,1999,79738601472,20024746,22008368
Croatia,HRV,2000,82047434752,19662488,21644094
Croatia,HRV,2001,84535517184,20785304,24567590
Croatia,HRV,2002,89372704768,21889460,26298880
Croatia,HRV,2003,94311391232,23215262,25358928
Croatia,HRV,2004,98224685056,22887892,25983358
Croatia,HRV,2005,1.02461E+11,23343922,25939864
Croatia,HRV,2006,1.0752E+11,23549946,28379452
Croatia,HRV,2007,1.12803E+11,24862862,29687480
Croatia,HRV,2008,1.14941E+11,23594994,33725200
Croatia,HRV,2009,1.06571E+11,21804454,25658262
Croatia,HRV,2010,1.05238E+11,21016284,24211074
Croatia,HRV,2011,1.05149E+11,20649618,23246712
Croatia,HRV,2012,1.02756E+11,19087402,23514828
Croatia,HRV,2013,1.02383E+11,18432192,23529658
Croatia,HRV,2014,1.02028E+11,17681566,19134950
Croatia,HRV,2015,1.04605E+11,17824706,21501102
Croatia,HRV,2016,1.083E+11,18109014,22615222
Croatia,HRV,2017,1.11998E+11,18743996,21989554
Croatia,HRV,2018,1.15246E+11,17724152,24351158
Croatia,HRV,2019,1.19259E+11,17857446,23536718
Croatia,HRV,2020,1.09599E+11,16870528,22594054
Croatia,HRV,2021,,17701450,
Cuba,CUB,1990,,29648420,
Cuba,CUB,1991,,27170202,
Cuba,CUB,1992,,20593126,
Cuba,CUB,1993,,19822772,
Cuba,CUB,1994,,21382318,
Cuba,CUB,1995,,22835124,
Cuba,CUB,1996,,23332950,
Cuba,CUB,1997,,24808970,
Cuba,CUB,1998,,24293962,
Cuba,CUB,1999,,24467108,
Cuba,CUB,2000,,25775496,
Cuba,CUB,2001,,25215884,
Cuba,CUB,2002,,25523650,
Cuba,CUB,2003,,25942744,
Cuba,CUB,2004,,25221232,
Cuba,CUB,2005,,24442108,
Cuba,CUB,2006,,24693040,
Cuba,CUB,2007,,24240302,
Cuba,CUB,2008,,28108268,
Cuba,CUB,2009,,28396318,
Cuba,CUB,2010,,34199816,
Cuba,CUB,2011,,29431084,
Cuba,CUB,2012,,29838568,
Cuba,CUB,2013,,28124914,
Cuba,CUB,2014,,27608254,
Cuba,CUB,2015,,29468648,
Cuba,CUB,2016,,28259466,
Cuba,CUB,2017,,25218602,
Cuba,CUB,2018,,22631190,
Cuba,CUB,2019,,22842232,
Cuba,CUB,2020,,19732182,
Cuba,CUB,2021,,22057330,
Curacao,CUW,1990,,4783163,
Curacao,CUW,1991,,3816835,
Curacao,CUW,1992,,3144607,
Curacao,CUW,1993,,4854264,
Curacao,CUW,1994,,4653889,
Curacao,CUW,1995,,4605411,
Curacao,CUW,1996,,4308079,
Curacao,CUW,1997,,4508455,
Curacao,CUW,1998,,248854,
Curacao,CUW,1999,,1864787,
Curacao,CUW,2000,3971608064,4947989,
Curacao,CUW,2001,3943975424,5038481,
Curacao,CUW,2002,3959635712,4857496,
Curacao,CUW,2003,3971046656,4860728,
Curacao,CUW,2004,3979324928,5099886,
Curacao,CUW,2005,4006242048,5054640,
Curacao,CUW,2006,4071781632,5267943,
Curacao,CUW,2007,4172353024,5930476,
Curacao,CUW,2008,4263645952,5704245,
Curacao,CUW,2009,4240992768,5836752,
Curacao,CUW,2010,4244483328,4020443,
Curacao,CUW,2011,4270485504,5128973,
Curacao,CUW,2012,4264552960,5836752,
Curacao,CUW,2013,4230688000,5503328,
Curacao,CUW,2014,4182507264,6408336,
Curacao,CUW,2015,4194163712,6924960,
Curacao,CUW,2016,4152785152,5800112,
Curacao,CUW,2017,4080536576,4594656,
Curacao,CUW,2018,3992146688,3979104,
Curacao,CUW,2019,3856413696,1960240,
Curacao,CUW,2020,3146833664,1673657,
Curacao,CUW,2021,,1843765,
Cyprus,CYP,1990,14631986176,4653217,6798424.5
Cyprus,CYP,1991,14740190208,5142773,6917155.5
Cyprus,CYP,1992,16125767680,5517491,8358912.5
Cyprus,CYP,1993,16238648320,5760916,7596882.5
Cyprus,CYP,1994,17196728320,6002476,7591407
Cyprus,CYP,1995,18634799104,5874107,7821755
Cyprus,CYP,1996,18867470336,6224288,9020233
Cyprus,CYP,1997,19365740544,6312090,8210182.5
Cyprus,CYP,1998,20549150720,6609144,9915239
Cyprus,CYP,1999,21576187904,6875935,8338913
Cyprus,CYP,2000,22863276032,7122416,7603576
Cyprus,CYP,2001,23766960128,6996583,7773653
Cyprus,CYP,2002,24651794432,7185924,8265194.5
Cyprus,CYP,2003,25298481152,7576801,8506115
Cyprus,CYP,2004,26570070016,7803428,9262091
Cyprus,CYP,2005,27859515392,7957711,9634454
Cyprus,CYP,2006,29172766720,8185407.5,9862718
Cyprus,CYP,2007,30660014080,8504782,10726272
Cyprus,CYP,2008,31778125824,8717247,11801659
Cyprus,CYP,2009,31137714176,8471739,8717576
Cyprus,CYP,2010,31765043200,8102698.5,8632504
Cyprus,CYP,2011,31892561920,7789403,8343239
Cyprus,CYP,2012,30793281536,7264032,8168000.5
Cyprus,CYP,2013,28775372800,6583978,6513787
Cyprus,CYP,2014,28248983552,6952145,7110228
Cyprus,CYP,2015,29204668416,6972964,6707796.5
Cyprus,CYP,2016,31089698816,7375415,6891778
Cyprus,CYP,2017,32909236224,7525365,7837239
Cyprus,CYP,2018,34782707712,7342546,7898392
Cyprus,CYP,2019,36620345344,7343176,7706227
Cyprus,CYP,2020,34705469440,7269578,6778746.5
Cyprus,CYP,2021,,7600422,
Czechia,CZE,1990,2.43714E+11,164210750,151374530
Czechia,CZE,1991,2.15407E+11,148879300,130656260
Czechia,CZE,1992,2.14316E+11,145710620,148325680
Czechia,CZE,1993,2.14448E+11,140129090,132463250
Czechia,CZE,1994,2.20687E+11,132673280,125490424
Czechia,CZE,1995,2.35034E+11,131627140,123655320
Czechia,CZE,1996,2.45059E+11,135004350,122387170
Czechia,CZE,1997,2.43789E+11,130834170,118655880
Czechia,CZE,1998,2.42919E+11,125427260,114229464
Czechia,CZE,1999,2.46282E+11,116569944,110232664
Czechia,CZE,2000,2.56136E+11,127155960,120413064
Czechia,CZE,2001,2.6393E+11,127030020,121935720
Czechia,CZE,2002,2.68073E+11,123946890,124896450
Czechia,CZE,2003,2.7768E+11,127478650,120857810
Czechia,CZE,2004,2.91048E+11,128247530,115449830
Czechia,CZE,2005,3.10262E+11,125688560,110334490
Czechia,CZE,2006,3.31257E+11,126566100,115470970
Czechia,CZE,2007,3.4971E+11,128369900,121834584
Czechia,CZE,2008,3.59104E+11,122912260,124232290
Czechia,CZE,2009,3.42379E+11,115013224,114249730
Czechia,CZE,2010,3.50716E+11,117482140,120703390
Czechia,CZE,2011,3.5689E+11,115185840,115929630
Czechia,CZE,2012,3.54088E+11,111280680,110871336
Czechia,CZE,2013,3.53926E+11,106711390,108966490
Czechia,CZE,2014,3.61932E+11,104228850,102936010
Czechia,CZE,2015,3.81434E+11,104995650,104761580
Czechia,CZE,2016,3.91112E+11,106655710,105946344
Czechia,CZE,2017,4.11328E+11,107747750,111098984
Czechia,CZE,2018,4.24485E+11,106337976,113604140
Czechia,CZE,2019,4.37345E+11,101012960,109155910
Czechia,CZE,2020,4.11988E+11,91853880,99888170
Czechia,CZE,2021,,97138330,
Democratic Republic of Congo,COD,1990,62984306688,4248965,
Democratic Republic of Congo,COD,1991,57680363520,3132604,
Democratic Republic of Congo,COD,1992,51623919616,2808223,
Democratic Republic of Congo,COD,1993,44670668800,2662330,
Democratic Republic of Congo,COD,1994,42928513024,1698214,
Democratic Republic of Congo,COD,1995,43229011968,2103614,
Democratic Republic of Congo,COD,1996,42786705408,2311092,
